,education,married,voted,wr_01,wr_06,wr_new,age_10s,age4,race_white,Mach_score,mach_per,tp_score
28842,1,1,2,0,0,0,1,0,1,2,0,0.6
28843,4,1,1,0,0,0,0,1,1,3,1,3.4
28844,2,1,2,1,0,0,1,0,1,3,1,2.3
28845,1,1,2,0,0,0,1,0,1,3,1,3.7
28846,4,2,1,0,1,1,0,1,0,3,1,1.9
28847,3,1,2,1,0,0,0,1,0,4,2,2.8
28848,4,2,1,0,0,0,0,1,1,3,1,3.5
28849,4,2,1,1,1,1,0,1,0,1,0,0.9
28850,2,1,2,0,0,0,0,1,1,4,2,3.1
28851,2,1,1,1,0,0,0,1,1,2,0,2.4
28852,4,2,2,0,0,0,0,1,0,3,1,2.1
28853,1,1,2,0,1,0,1,0,0,3,1,2.4
28854,2,1,2,1,1,0,1,0,0,3,1,4.2
28855,1,1,2,1,0,0,1,0,0,4,2,1.6
28856,2,1,2,1,0,0,1,0,0,2,1,2.4
28857,2,3,1,1,0,0,0,2,1,2,0,2
28858,3,1,1,1,0,0,0,1,0,4,2,2.1
28859,2,2,2,1,0,0,0,2,1,3,1,1.5
28860,2,1,2,0,0,0,1,0,1,3,1,2.7
28861,2,1,2,1,0,0,0,1,1,3,1,2
28862,1,1,2,0,0,0,1,0,1,1,0,0.6
28863,2,1,2,0,1,1,0,1,1,2,1,1.8
28864,2,1,2,1,0,0,0,1,0,3,1,2.6
28865,4,1,2,0,0,0,0,1,1,2,1,3.1
28866,3,1,1,1,0,0,0,1,1,2,1,2.5
28867,1,1,2,1,0,0,1,0,1,4,2,3.2
28868,2,1,1,1,0,0,0,1,1,3,1,2.7
28869,3,1,2,1,1,1,0,1,0,4,2,3.6
28870,3,2,1,0,0,0,0,2,1,3,1,3.4
28871,2,1,1,1,0,0,1,0,1,2,1,3.2
28872,3,1,2,0,0,0,0,1,0,4,2,2.5
28873,3,1,1,0,0,0,0,1,0,3,1,1.7
28874,3,1,1,1,0,0,0,1,1,3,1,3
28875,4,2,2,1,1,1,0,1,1,2,1,2.4
28876,3,1,2,1,0,0,0,1,1,3,1,3.9
28877,3,2,1,1,0,1,0,1,1,2,0,2.5
28878,2,1,1,0,0,0,0,1,1,2,0,1.2
28879,3,1,2,0,0,0,0,1,0,3,1,3.1
28880,2,1,2,1,0,0,1,0,1,4,2,1.8
28881,2,2,2,1,1,1,0,1,1,3,1,0.8
28882,4,1,2,1,0,0,0,1,1,3,1,3.2
28883,3,1,2,0,0,0,0,2,1,4,2,2.7
28884,3,1,2,0,1,0,0,1,1,3,1,0.4
28885,3,1,2,1,1,1,1,0,0,4,2,3.6
28886,3,2,2,1,0,0,0,1,0,3,1,3.2
28887,4,1,1,1,1,0,0,2,0,4,2,1.3
28888,2,3,1,1,0,0,0,1,1,2,0,2
28889,2,2,1,1,1,1,0,1,0,3,1,3.1
28890,2,1,2,1,1,0,0,1,1,2,0,3.3
28891,3,3,1,0,1,1,0,2,1,1,0,1.8
28892,4,2,1,1,1,0,0,1,0,2,0,3.3
28893,2,1,2,1,1,1,0,2,1,3,1,2.7
28894,4,2,1,1,1,1,0,2,1,3,1,0.8
28895,4,1,1,0,0,0,0,1,0,2,0,3.4
28896,1,3,2,0,0,0,0,1,1,2,0,3.6
28897,4,1,2,1,0,0,0,1,1,4,2,2.1
28898,2,1,2,0,0,0,1,0,1,2,1,0.9
28899,4,1,1,1,0,1,0,1,1,3,1,1.9
28900,3,3,1,0,0,0,0,2,1,3,1,3.5
28901,4,2,1,1,1,1,0,2,1,1,0,3.1
28902,3,1,1,1,1,1,0,1,0,3,1,2.1
28903,2,1,2,1,0,0,0,1,1,2,0,2.3
28904,4,1,2,1,1,1,0,1,0,2,1,3.3
28905,2,1,1,1,0,0,0,1,1,2,0,2
28906,2,1,2,1,0,0,0,1,0,2,0,3
28907,2,2,2,1,1,1,0,2,1,1,0,2.6
28908,3,1,2,1,0,0,0,1,1,4,2,2.7
28909,1,1,2,1,0,0,1,0,1,4,2,3.2
28910,1,1,1,1,1,1,0,1,1,2,1,2.7
28911,2,1,2,1,1,1,1,0,1,4,2,2.8
28912,2,1,2,1,0,0,0,1,1,3,1,2.9
28913,4,2,2,0,1,0,0,1,1,3,1,3.3
28914,3,1,1,0,0,0,0,1,0,4,2,3.7
28915,2,1,2,0,1,1,1,0,1,2,0,2.4
28916,2,1,1,1,1,1,0,1,1,3,1,2.5
28917,3,2,1,1,0,1,0,1,1,2,0,1.9
28918,1,1,2,1,1,1,1,0,0,4,2,2.5
28919,2,1,2,1,0,0,1,0,0,4,2,3
28920,2,1,2,1,0,0,0,2,0,3,1,1.2
28921,2,1,2,0,0,0,1,0,0,3,1,3.2
28922,3,3,1,1,0,0,0,2,1,3,1,1.4
28923,2,2,1,0,0,0,0,1,1,1,0,2
28924,2,1,1,1,0,0,0,1,0,3,1,2.8
28925,2,1,2,1,0,0,1,0,1,4,2,4.2
28926,1,3,1,0,0,1,1,0,0,3,1,2.8
28927,2,1,1,0,0,0,0,1,1,3,1,2.2
28928,2,1,2,0,0,0,1,0,0,3,1,3.3
28929,3,3,2,1,0,0,0,1,1,1,0,2.4
28930,3,3,2,1,1,1,0,2,1,3,1,1.6
28931,2,1,2,0,1,1,1,0,0,4,2,2.1
28932,1,1,2,0,0,0,1,0,0,4,2,2.2
28933,4,2,2,1,1,1,0,1,1,4,2,1.1
28934,1,1,2,1,0,0,1,0,0,4,2,2.2
28935,3,1,1,0,0,0,0,1,0,1,0,0.9
28936,2,3,2,1,1,1,0,3,1,2,0,3.3
28937,3,1,1,1,1,1,0,1,1,2,0,3.3
28938,3,1,1,1,0,0,0,1,1,2,0,1
28939,2,1,2,0,0,0,1,0,1,4,2,2.9
28940,3,3,2,1,0,0,0,1,1,4,2,1.9
28941,4,1,1,1,1,0,0,1,0,3,1,2.6
28942,2,1,2,0,0,0,0,1,1,2,0,3.3
28943,3,2,1,1,0,0,0,1,1,2,0,2.4
28944,3,1,2,1,0,0,0,1,1,2,0,1.3
28945,1,1,2,0,0,0,1,0,0,3,1,2.9
28946,4,1,2,1,0,0,0,1,1,3,1,2.7
28947,4,2,2,0,0,0,0,2,0,3,1,2.8
28948,3,1,1,1,0,0,0,2,1,2,1,2.1
28949,4,1,2,1,1,1,0,1,1,2,0,1.8
28950,4,1,1,1,0,1,0,1,0,4,2,3.7
28951,3,3,1,1,0,0,0,1,0,2,0,1.8
28952,4,1,1,0,0,0,0,1,0,2,0,2
28953,2,2,1,1,0,1,0,2,1,3,1,2.3
28954,2,1,2,0,0,0,1,0,0,2,0,1.8
28955,4,1,2,0,1,1,0,1,1,3,1,2.4
28956,4,2,2,1,1,1,0,1,1,2,1,2.8
28957,1,1,2,0,0,0,1,0,0,3,1,2.1
28958,3,1,2,1,1,0,0,1,0,3,1,2.2
28959,1,1,2,1,1,0,1,0,0,2,1,1.3
28960,4,2,1,0,0,0,0,1,0,2,0,2.1
28961,3,1,2,1,0,0,0,1,0,4,2,2.1
28962,3,1,1,1,1,1,1,0,1,3,1,1.1
28963,2,1,2,0,0,0,1,0,1,4,2,3.2
28964,1,1,2,1,0,0,1,0,1,4,2,3.8
28965,2,1,2,0,0,0,1,0,0,4,2,3.7
28966,3,1,1,1,1,1,0,1,1,3,1,2.6
28967,2,1,1,1,1,0,0,1,1,4,2,2.6
28968,2,1,1,1,0,0,0,1,1,2,0,2.5
28969,2,1,2,0,1,0,0,1,1,1,0,3
28970,2,1,2,0,0,0,0,1,0,2,0,2.7
28971,2,1,1,0,0,0,1,0,1,2,0,2.6
28972,3,1,1,0,0,0,0,1,1,2,0,2.5
28973,2,2,2,0,0,0,0,2,1,3,1,3.2
28974,3,1,1,1,1,1,0,1,1,3,1,3.5
28975,1,1,2,1,0,0,1,0,1,4,2,2.9
28976,3,3,1,1,1,1,0,1,1,3,1,2
28977,3,1,2,1,0,0,0,1,0,3,1,2
28978,3,1,2,0,0,0,0,2,0,2,0,0.7
28979,3,1,2,0,0,0,0,1,0,2,0,2.9
28980,2,1,1,1,0,0,0,1,1,4,2,2.4
28981,3,2,1,1,1,1,0,1,0,2,0,2.5
28982,2,3,1,1,1,1,0,2,0,2,0,2.2
28983,2,2,1,0,0,0,0,1,1,3,1,2.1
28984,1,1,2,0,0,0,1,0,1,4,2,2.1
28985,3,1,2,1,0,0,0,1,1,3,1,3.4
28986,3,1,2,1,1,1,0,1,1,4,2,3.6
28987,4,2,1,1,1,1,0,2,1,2,0,1.7
28988,4,2,1,0,0,0,0,1,0,3,1,2.8
28989,1,1,1,1,0,1,0,1,0,4,2,1.3
28990,2,1,2,1,0,0,0,1,1,3,1,2.6
28991,1,1,2,0,1,1,1,0,1,4,2,2.2
28992,2,1,1,1,0,1,1,0,1,4,2,2.9
28993,3,3,1,1,0,0,0,2,1,2,0,2.8
28994,3,2,1,1,1,0,0,1,0,3,1,2.7
28995,3,1,2,1,0,0,0,1,0,3,1,2.4
28996,2,1,2,0,0,0,0,1,0,2,1,2.8
28997,2,1,2,0,0,0,1,0,0,2,0,2.7
28998,3,1,1,1,1,1,0,1,0,3,1,1.8
28999,2,2,2,1,1,1,0,1,0,4,2,1.6
29000,4,2,2,0,0,0,0,2,0,2,1,0.7
29001,1,1,2,1,0,0,1,0,0,2,0,2.6
29002,3,1,1,1,1,1,0,1,1,2,0,1.7
29003,3,2,1,1,1,1,0,2,1,1,0,1.3
29004,3,1,2,1,1,1,0,1,1,2,0,1.9
29005,4,2,1,0,1,0,0,2,1,2,0,1.1
29006,2,1,2,1,1,0,1,0,0,4,2,1.9
29007,2,2,1,1,0,0,0,3,1,2,0,3.2
29008,3,1,2,1,0,0,0,1,1,2,1,1.3
29009,3,1,1,1,0,0,1,0,0,3,1,3.1
29010,3,1,1,1,0,0,1,0,1,4,2,2.5
29011,4,1,1,1,1,1,0,1,0,4,2,2
29012,2,1,2,1,0,0,0,1,1,3,2,2.8
29013,2,1,2,0,0,0,1,0,0,4,2,3.1
29014,2,1,1,1,1,1,0,1,1,2,0,2.1
29015,2,1,1,1,0,0,0,2,1,2,0,3
29016,4,3,2,1,1,1,0,2,1,2,0,0.8
29017,2,1,1,1,1,1,1,0,1,3,1,2.8
29018,2,1,2,1,0,0,0,1,0,3,1,3.2
29019,2,2,2,1,0,0,0,1,1,3,1,2.2
29020,2,1,1,1,0,0,1,0,1,4,2,2.5
29021,3,3,2,0,0,1,0,2,1,4,2,2.3
29022,3,1,2,0,0,0,0,2,0,3,1,2.5
29023,4,2,1,1,0,0,0,1,0,2,1,1.5
29024,1,1,2,1,1,0,1,0,1,2,1,3.2
29025,3,1,1,1,1,1,0,1,0,2,0,1.7
29026,3,2,1,1,1,1,0,1,1,4,2,2.3
29027,2,1,2,1,0,0,1,0,1,2,0,2.8
29028,4,1,2,1,0,0,0,1,0,3,1,3
29029,4,3,1,0,0,0,0,1,1,2,0,2.3
29030,1,1,2,0,0,0,1,0,0,3,1,3.4
29031,4,1,1,0,0,0,0,1,1,2,0,2.4
29032,1,1,2,1,1,1,1,0,1,3,1,2.4
29033,3,1,2,1,1,0,0,1,0,3,1,2.3
29034,4,1,2,1,1,1,0,1,1,4,2,1.6
29035,1,1,2,1,1,1,1,0,1,4,2,3.9
29036,2,1,2,0,0,0,1,0,0,4,2,2.3
29037,2,1,2,0,0,0,1,0,0,3,1,4.2
29038,3,1,1,1,1,0,0,1,0,4,2,2.8
29039,3,1,1,1,1,1,0,1,1,2,1,1.4
29040,4,1,1,1,0,0,0,1,1,3,1,2.1
29041,3,1,1,1,0,0,1,0,1,3,1,1.6
29042,3,3,1,0,0,0,0,2,1,3,1,3.3
29043,2,1,2,1,0,0,0,1,1,4,2,2.6
29044,2,1,2,1,0,0,0,1,0,3,1,3.3
29045,2,1,2,1,0,0,0,1,0,3,1,1.5
29046,2,1,1,0,0,0,0,1,1,4,2,2.7
29047,3,2,1,1,0,0,0,1,1,2,0,1.7
29048,4,1,1,1,1,1,0,1,1,4,2,1.8
29049,2,1,2,1,0,0,1,0,1,3,1,2.4
29050,4,1,2,1,0,0,0,1,0,3,1,2.2
29051,3,2,1,1,1,1,0,1,0,4,2,3.2
29052,2,3,1,0,0,0,0,1,0,2,0,1
29053,2,1,2,0,0,0,1,0,1,2,0,1.6
29054,4,1,1,0,0,0,0,1,0,2,0,3.2
29055,3,1,1,0,0,0,0,1,1,4,2,2.4
29056,3,1,1,1,1,1,0,1,1,4,2,2.9
29057,2,2,1,1,0,1,0,1,1,3,1,1.6
29058,2,1,2,1,0,0,1,0,1,3,1,3.5
29059,4,1,1,1,1,1,0,3,1,2,0,0.9
29060,2,1,2,0,0,0,1,0,1,2,0,2.7
29061,2,1,2,0,1,1,1,0,1,3,1,3.5
29062,2,1,2,0,0,0,1,0,1,3,1,3.1
29063,3,1,2,0,0,0,0,1,0,2,0,3.3
29064,3,2,1,1,0,0,0,2,1,1,0,0.8
29065,2,1,2,1,0,0,1,0,1,3,1,2.6
29066,2,1,2,0,0,0,1,0,0,1,0,1.9
29067,4,1,1,1,1,1,0,2,0,4,2,1.2
29068,3,2,2,1,0,0,0,2,1,2,0,1.5
29069,1,1,2,1,1,0,0,2,1,4,2,3.7
29070,1,1,2,0,0,0,1,0,1,3,1,1.9
29071,1,1,2,1,0,0,1,0,0,3,1,3.1
29072,3,1,1,0,0,0,0,1,1,4,2,2.7
29073,2,1,2,1,0,0,0,1,1,3,1,3.1
29074,2,1,2,1,1,1,1,0,1,4,2,2.2
29075,1,1,2,1,1,0,1,0,1,3,1,2.5
29076,3,2,2,1,1,1,0,1,1,3,1,3.8
29077,1,1,2,1,1,1,1,0,1,4,2,2.5
29078,2,1,1,0,0,1,0,1,1,3,1,2
29079,1,1,2,0,0,0,1,0,0,3,1,1.3
29080,2,1,1,1,1,1,1,0,1,3,1,1.9
29081,3,2,2,1,0,1,0,2,1,2,0,1.9
29082,3,1,1,0,1,0,0,1,0,2,0,2
29083,2,1,2,1,0,0,0,1,1,4,2,1.9
29084,4,2,1,1,0,1,0,2,1,2,0,0.9
29085,3,2,1,1,0,1,0,2,1,2,0,1.9
29086,3,2,1,1,0,1,0,2,1,3,1,1.7
29087,2,1,2,0,0,0,1,0,0,2,0,3.4
29088,4,3,2,1,1,1,0,3,1,2,0,1.9
29089,2,1,1,1,1,1,1,0,1,3,2,3.3
29090,3,1,2,0,0,0,0,1,0,2,1,2.5
29091,2,1,2,0,0,0,1,0,1,4,2,2.4
29092,4,1,1,1,0,1,0,1,0,3,1,1.4
29093,4,2,1,1,0,0,0,2,1,2,0,2.4
29094,2,1,2,1,0,0,1,0,1,2,0,2.2
29095,2,1,1,1,0,1,1,0,0,4,2,3.7
29096,3,1,2,1,1,1,0,1,0,3,1,2.3
29097,3,1,1,1,0,1,0,1,1,4,2,2.1
29098,4,1,1,1,1,1,0,1,1,4,2,2
29099,2,1,1,0,0,0,1,0,1,3,1,2.3
29100,2,1,2,0,0,0,1,0,0,2,0,2.9
29101,2,1,1,0,0,0,1,0,1,3,1,2.8
29102,3,2,2,1,1,1,0,1,1,2,1,2.6
29103,3,2,2,1,0,0,0,2,1,2,0,1.7
29104,4,2,1,1,1,1,0,1,1,2,0,1.2
29105,1,1,2,0,0,1,1,0,0,4,2,3.3
29106,1,1,2,0,0,0,1,0,1,4,2,2.4
29107,3,2,1,0,0,0,0,2,0,3,1,1.5
29108,2,1,2,1,0,0,1,0,1,3,1,3.4
29109,3,1,1,0,0,0,1,0,0,4,2,2
29110,3,2,2,0,0,0,0,1,0,3,1,2.2
29111,2,2,2,1,0,1,0,2,1,2,0,2.5
29112,1,1,2,1,1,1,0,2,1,2,1,2.8
29113,4,3,1,1,1,1,0,2,1,2,0,3.4
29114,3,1,1,1,0,0,0,1,1,3,1,3.7
29115,3,1,1,1,1,0,0,1,1,3,1,3.9
29116,1,1,2,0,0,0,1,0,0,3,1,3.4
29117,3,1,2,0,0,0,0,1,1,3,1,1.5
29118,2,3,1,1,0,0,0,2,1,3,1,4.3
29119,4,1,2,1,1,1,0,1,1,4,2,3.1
29120,3,2,2,1,0,0,0,2,0,4,2,2.4
29121,3,1,1,1,0,0,1,0,1,2,1,1.7
29122,3,1,1,1,0,0,0,1,1,4,2,1.2
29123,1,1,2,1,0,0,1,0,1,2,1,3.1
29124,3,1,1,1,0,1,0,2,1,2,0,1.3
29125,3,2,1,1,0,1,0,2,1,2,0,1.4
29126,2,1,2,1,0,0,0,1,1,4,2,3.5
29127,4,1,1,1,0,0,0,1,1,2,0,2.1
29128,3,2,2,1,1,0,0,1,1,2,0,2.3
29129,3,2,2,1,0,0,0,2,1,4,2,1.7
29130,3,1,2,0,1,1,1,0,1,3,1,1.4
29131,3,2,1,1,0,0,0,1,1,3,1,2.7
29132,2,1,2,1,1,0,1,0,0,4,2,4.4
29133,3,1,2,0,0,0,0,1,0,3,1,3.8
29134,2,1,2,1,0,0,0,1,0,3,1,3.6
29135,3,1,1,1,0,0,1,0,1,3,1,3.7
29136,4,1,2,1,0,0,0,1,1,3,1,1.8
29137,2,1,1,0,0,0,0,1,0,4,2,3.4
29138,4,2,1,1,1,1,0,2,1,4,2,1.8
29139,2,1,2,0,0,0,1,0,0,3,1,2.1
29140,3,3,1,0,0,0,0,1,0,2,1,2.5
29141,1,1,1,1,1,1,0,1,1,2,1,3.6
29142,3,1,2,0,0,0,0,1,0,3,1,2.1
29143,2,1,2,1,0,0,1,0,0,4,2,2.9
29144,4,1,1,1,1,1,0,1,1,3,1,2.3
29145,4,1,2,1,0,0,0,1,1,3,1,3.3
29146,1,1,2,1,0,0,1,0,0,2,1,2.3
29147,3,3,1,1,1,1,0,2,0,4,2,2.4
29148,3,1,1,1,1,1,0,2,1,3,1,1.5
29149,1,1,2,0,0,0,1,0,1,2,0,2.4
29150,3,1,2,0,0,0,0,1,0,2,0,2.7
29151,1,3,1,1,0,0,0,1,1,4,2,2.2
29152,2,1,2,0,0,0,1,0,1,4,2,2.6
29153,2,2,2,1,0,0,0,1,0,3,1,3.4
29154,4,1,2,1,1,1,0,2,1,1,0,1.5
29155,4,2,2,1,0,0,0,1,1,3,1,1.8
29156,2,1,2,1,0,0,0,1,1,4,2,2.7
29157,3,1,1,1,0,0,0,1,1,3,1,1
29158,2,2,1,1,0,0,0,2,1,3,1,2.3
29159,2,3,1,1,0,0,0,2,1,4,2,2.5
29160,3,1,1,1,1,1,0,1,0,2,1,2
29161,2,3,1,1,0,0,0,1,0,3,1,1.6
29162,3,1,2,0,0,0,1,0,1,2,0,3.6
29163,2,1,2,1,0,0,1,0,1,3,1,1.8
29164,2,1,1,1,1,1,0,1,1,3,1,1.4
29165,2,2,2,1,0,0,0,1,0,2,0,1.6
29166,4,1,2,1,0,0,0,1,1,3,1,1.8
29167,3,2,2,1,0,1,0,1,1,4,2,2.9
29168,4,3,1,1,0,0,0,1,1,4,2,2.2
29169,2,1,2,1,0,0,0,1,1,3,1,2.9
29170,3,1,1,0,0,0,0,2,1,2,1,1.9
29171,2,2,1,1,0,0,0,1,1,2,0,3.6
29172,3,1,1,1,0,0,0,1,1,3,1,3
29173,3,2,1,1,1,1,0,1,1,2,0,2
29174,2,1,1,0,0,0,1,0,0,3,1,2.4
29175,3,3,2,0,0,0,0,2,0,2,0,0.8
29176,1,1,2,1,0,0,1,0,1,4,2,3.6
29177,3,1,1,1,0,0,0,1,1,2,1,1.7
29178,3,3,2,1,1,1,0,1,1,2,0,3.2
29179,4,3,2,1,1,1,0,2,1,3,1,2.5
29180,3,1,1,0,0,0,0,1,0,2,1,1.4
29181,3,3,2,1,0,1,0,2,1,3,1,1.8
29182,2,1,2,0,0,0,1,0,1,4,2,2.5
29183,2,1,2,0,0,0,1,0,0,3,1,2.4
29184,4,2,1,0,0,0,0,1,1,4,2,4.1
29185,1,1,2,1,0,1,1,0,1,2,1,2.3
29186,2,1,2,1,1,0,0,1,1,3,1,2.3
29187,1,1,2,1,0,0,1,0,0,3,1,3.7
29188,1,1,2,1,0,0,1,0,1,3,1,3.3
29189,4,2,1,1,1,1,0,1,0,4,2,2.3
29190,2,1,1,1,0,0,0,1,1,2,1,2.9
29191,2,2,1,1,1,1,0,1,1,1,0,3
29192,3,1,1,0,0,0,0,1,0,3,2,1.6
29193,2,1,2,1,0,0,1,0,0,4,2,1.3
29194,3,1,2,0,0,0,0,1,0,3,1,3
29195,2,1,2,1,1,0,1,0,0,3,1,3.9
29196,3,1,1,1,1,1,0,1,0,5,2,2.3
29197,3,1,2,1,1,1,0,1,1,1,0,2.9
29198,2,1,1,1,0,0,0,1,1,3,1,3.1
29199,3,1,2,0,0,0,0,1,0,4,2,2.2
29200,3,1,1,1,1,1,0,1,1,3,1,2.4
29201,2,1,2,1,1,1,0,1,0,3,1,2.4
29202,2,1,2,1,0,1,1,0,1,3,1,3.5
29203,1,1,2,0,1,0,1,0,1,2,0,2.3
29204,4,1,1,1,0,0,0,1,1,2,0,2.4
29205,1,1,2,1,0,0,1,0,1,4,2,3
29206,3,1,2,1,1,0,1,0,0,4,2,3
29207,1,1,2,0,0,0,1,0,0,3,1,2.3
29208,4,2,1,0,0,0,0,1,0,3,1,2.6
29209,2,1,1,0,0,0,1,0,0,1,0,2.4
29210,3,2,1,1,1,1,0,2,1,3,1,1.8
29211,3,1,2,1,0,0,0,1,1,4,2,2.9
29212,2,1,2,0,0,0,1,0,1,3,1,2.6
29213,2,1,1,1,0,1,0,1,0,2,0,2.2
29214,2,3,1,1,0,0,0,2,1,2,0,2.5
29215,4,1,1,0,0,0,0,1,0,4,2,2.3
29216,2,1,1,1,1,1,1,0,1,3,1,2.6
29217,2,1,1,1,1,1,1,0,1,3,1,3.7
29218,4,2,2,0,0,0,0,1,0,3,1,2.8
29219,2,1,2,1,0,0,1,0,1,4,2,1.8
29220,3,2,2,1,1,1,0,2,0,4,2,2.7
29221,2,1,2,0,0,0,1,0,1,4,2,3
29222,2,1,2,0,0,0,1,0,0,2,1,3.3
29223,2,2,1,1,0,0,0,2,0,1,0,2.4
29224,2,1,2,1,0,1,0,1,1,3,1,2.3
29225,2,1,2,1,0,0,0,1,1,2,1,1.5
29226,1,1,2,0,0,0,1,0,0,4,2,1.7
29227,3,1,2,1,1,1,0,1,1,2,0,2.8
29228,1,1,2,1,0,0,1,0,0,2,0,2.3
29229,4,1,2,0,0,0,0,1,0,3,1,1.6
29230,3,1,1,1,0,0,0,1,1,2,1,1.9
29231,3,3,2,1,0,1,0,2,1,4,2,2.9
29232,2,2,2,1,1,1,0,1,1,4,2,4
29233,4,1,2,1,0,0,0,1,1,3,1,0.8
29234,2,1,2,1,0,0,0,1,1,2,0,2.7
29235,3,1,1,1,1,1,0,2,1,3,1,1.3
29236,3,1,2,1,1,0,0,1,0,3,1,2.6
29237,2,2,2,0,0,0,0,1,1,2,0,3.1
29238,2,1,2,0,0,0,1,0,1,3,1,2.3
29239,1,1,2,1,1,1,1,0,1,3,1,3
29240,3,1,2,1,0,0,1,0,0,3,1,3
29241,2,1,2,1,0,0,1,0,0,4,2,3.8
29242,3,2,2,1,0,0,0,2,0,4,2,3.1
29243,1,1,2,0,0,0,1,0,0,2,0,3.2
29244,2,1,2,1,1,1,1,0,0,4,2,3.4
29245,4,2,2,1,1,1,0,2,1,3,1,2.1
29246,4,1,2,1,0,0,0,1,1,3,1,3
29247,3,1,1,1,1,1,0,1,1,3,1,2.9
29248,4,2,1,1,0,0,0,2,1,2,0,2.7
29249,1,1,2,1,0,0,1,0,1,3,1,4.1
29250,2,3,2,1,0,0,0,1,0,4,2,2.9
29251,1,1,2,1,0,0,1,0,1,3,1,3.3
29252,3,1,1,0,0,0,0,1,1,4,2,2.1
29253,4,1,2,1,0,0,0,1,0,3,1,1.8
29254,4,2,1,1,0,0,0,1,1,3,1,3.2
29255,4,1,2,1,1,1,0,1,1,3,1,1.1
29256,3,1,2,0,1,0,0,1,0,3,1,3.5
29257,4,1,1,0,0,0,0,1,0,4,2,1.3
29258,1,1,2,1,0,1,0,1,1,3,1,3.5
29259,2,1,2,1,0,0,1,0,1,2,1,2.7
29260,4,1,1,0,0,0,0,1,1,2,0,2
29261,3,1,2,1,0,0,1,0,1,4,2,2.8
29262,3,1,2,0,0,0,0,1,1,4,2,2.8
29263,4,1,1,1,1,1,0,1,1,3,1,2.4
29264,3,1,2,1,0,0,1,0,0,4,2,3.1
29265,3,1,2,1,0,0,0,1,0,4,2,2.8
29266,3,1,1,1,0,0,0,1,1,4,2,2.5
29267,2,1,2,1,1,1,0,1,0,4,2,3
29268,3,1,2,1,1,1,0,1,1,3,1,3.2
29269,4,2,1,1,1,1,0,2,1,3,1,2.1
29270,2,1,1,0,0,0,0,1,1,3,1,2.5
29271,2,3,2,0,0,0,0,2,0,2,1,1.9
29272,1,1,2,1,0,0,1,0,1,3,1,4.7
29273,3,1,1,1,0,1,0,1,1,2,0,2.7
29274,2,1,2,1,0,0,1,0,1,4,2,4.3
29275,3,2,2,1,0,0,0,1,1,3,1,4.3
29276,1,1,2,1,0,0,1,0,1,3,1,2.7
29277,2,2,1,1,0,1,0,1,1,2,0,0.9
29278,2,1,2,0,0,0,1,0,1,4,2,2.2
29279,2,2,1,0,1,0,0,1,0,3,1,2.1
29280,2,1,2,0,0,0,1,0,1,2,0,2
29281,4,1,1,1,1,0,0,1,1,3,1,4.3
29282,2,1,2,0,0,0,1,0,1,3,1,2.4
29283,1,1,2,1,0,0,1,0,0,4,2,4
29284,2,3,1,0,0,0,0,2,1,2,1,1.4
29285,1,1,2,0,0,0,1,0,1,4,2,3.6
29286,3,1,1,1,0,1,0,1,0,3,1,2.9
29287,2,1,2,1,0,0,1,0,1,3,1,2
29288,3,2,1,1,0,1,0,1,1,3,2,2.1
29289,3,1,2,1,1,1,0,1,1,3,1,3.3
29290,2,2,2,1,0,1,0,1,1,2,0,1.5
29291,2,1,2,1,1,1,0,1,1,4,2,3.2
29292,3,1,1,1,1,1,0,2,1,3,1,1.4
29293,3,1,2,1,0,0,0,1,0,3,1,2.8
29294,3,3,1,1,1,1,0,1,1,3,1,2.2
29295,2,1,1,0,1,0,1,0,0,4,2,1.2
29296,4,1,1,1,0,1,0,1,1,4,2,2.3
29297,4,1,1,1,0,0,0,1,1,2,0,1
29298,3,1,1,1,1,1,1,0,0,4,2,2
29299,4,2,1,1,0,0,0,2,1,2,0,1.4
29300,3,1,1,0,0,0,1,0,1,3,1,3.1
29301,3,1,2,0,0,0,1,0,0,2,0,2.9
29302,3,1,2,1,0,1,0,1,1,3,1,2.9
29303,3,1,1,1,0,0,0,1,1,3,1,2.5
29304,3,1,1,1,0,0,0,1,0,4,2,2.6
29305,3,1,1,1,1,1,0,1,0,3,1,2.7
29306,1,1,2,0,0,0,1,0,1,2,1,2.3
29307,3,1,2,1,0,0,0,1,1,4,2,3.5
29308,3,2,2,1,0,0,0,1,0,4,2,2.2
29309,3,2,1,0,1,0,0,1,1,4,2,2.1
29310,3,2,1,1,0,0,0,1,1,4,2,2.3
29311,2,1,2,1,0,0,1,0,1,4,2,3.2
29312,3,2,1,1,0,1,0,2,1,2,0,0.8
29313,3,1,1,0,0,0,0,1,0,2,0,2.9
29314,3,1,1,1,0,1,0,1,0,4,2,3.6
29315,2,1,1,1,0,0,1,0,1,3,1,4.2
29316,4,3,1,1,0,0,0,1,1,2,0,2.9
29317,3,1,2,1,1,1,0,1,1,2,1,2.4
29318,4,2,2,1,0,0,0,1,1,3,1,2
29319,3,1,1,1,1,1,0,1,1,3,1,3.2
29320,2,3,2,1,0,0,0,1,1,3,1,1.9
29321,3,1,2,1,1,1,0,1,1,4,2,3.8
29322,2,1,2,1,1,1,0,1,1,3,1,3.3
29323,2,1,2,1,0,0,0,1,1,4,2,2.8
29324,3,1,1,1,0,0,1,0,0,2,0,4.2
