,education,married,wr_01,wr_06,wr_new,age_10s,age4,race_white,Mach_score,mach_per,tp_score
5329,2,1,1,0,0,0,1,0,2.6,0,2.3
5330,2,1,1,0,1,0,0,1,2.8,1,2.9
5331,3,2,1,0,1,0,1,1,3,1,2.6
5332,2,1,0,0,0,0,0,0,2.9,1,3.7
5333,4,2,0,0,0,0,1,1,3.2,1,1.7
5334,3,1,1,0,0,0,1,0,3.15,1,2.3
5335,3,1,0,0,0,0,1,1,3.65,1,2.9
5336,4,2,1,0,1,0,2,1,2.85,1,1.8
5337,4,1,1,0,0,0,1,1,3.25,1,1.9
5338,2,3,1,0,0,0,1,1,2.8,1,1.6
5339,3,1,1,0,0,0,1,1,4.3,2,1.1
5340,3,1,1,0,0,0,2,1,2.1,0,1.8
5341,1,2,0,0,0,0,0,1,2.15,0,3.3
5342,2,2,1,0,0,0,1,1,3.7,1,2.4
5343,1,1,1,0,0,0,0,1,3.45,1,4
5344,2,1,0,0,0,0,1,0,2.9,1,2.5
5345,1,2,1,1,1,0,3,1,4,2,2.5
5346,2,2,1,0,0,0,1,1,4.1,2,1.4
5347,1,1,0,1,1,0,0,0,3.05,1,1.8
5348,2,1,0,0,0,0,0,1,2.65,0,3.4
5349,3,2,1,1,1,0,1,1,4.6,2,3.3
5350,3,1,1,1,0,0,1,1,3.65,1,2.8
5351,4,2,1,1,1,0,1,0,4,2,2.9
5352,2,1,1,0,0,0,0,0,4.05,2,2.6
5353,3,1,1,1,1,0,1,1,4.55,2,1.6
5354,2,1,0,0,0,0,0,1,3.5,1,2.5
5355,2,2,1,0,0,0,2,1,2.45,0,3
5356,3,1,1,0,0,0,1,0,1.55,0,1.6
5357,2,1,1,1,1,0,0,1,3.6,1,2.2
5358,3,1,0,0,0,0,1,1,1.8,0,3.3
5359,3,1,1,1,1,0,1,1,2.05,0,2.8
5360,3,1,1,0,0,0,1,1,4.25,2,3.4
5361,3,1,0,0,0,0,1,1,1.35,0,1.2
5362,1,1,1,0,0,0,0,1,4.45,2,2.3
5363,2,1,0,0,0,0,0,0,2.75,1,3.5
5364,2,1,1,0,0,0,0,0,2.7,0,2.3
5365,3,2,1,1,1,0,1,1,1.8,0,3.4
5366,2,1,0,0,0,0,0,0,4.55,2,1.3
5367,3,3,0,0,0,0,2,0,3.3,1,2.9
5368,3,1,0,0,0,0,1,1,3.15,1,0.8
5369,1,1,0,1,0,0,0,1,2.05,0,3
5370,2,1,1,0,0,0,0,1,2.5,0,2
5371,3,1,1,0,0,0,1,0,3.8,1,4
5372,2,1,1,1,0,0,0,0,3.1,1,1.9
5373,2,1,1,0,0,0,0,1,4.15,2,3.1
5374,2,1,1,0,0,0,0,1,4.65,2,4.2
5375,1,1,0,1,0,0,0,0,3.65,1,3.8
5376,2,3,1,1,1,0,2,1,3.25,1,1.9
5377,4,2,1,0,0,0,1,1,3.4,1,2.6
5378,4,1,0,0,0,0,1,1,2.45,0,1.9
5379,3,1,1,0,0,0,1,1,3.15,1,3
5380,2,1,1,0,0,0,1,1,2.7,0,3.8
5381,3,1,0,0,0,0,1,1,2.65,0,2.2
5382,2,2,1,0,0,0,1,1,1.9,0,2.2
5383,3,1,1,1,0,0,1,0,3,1,2.4
5384,2,1,1,0,0,0,1,1,4.4,2,3.5
5385,4,2,1,1,1,0,3,1,3.35,1,2.8
5386,3,1,0,1,0,0,1,1,3,1,1.9
5387,3,1,1,0,0,0,1,1,2.9,1,1.6
5388,3,3,1,0,0,0,1,0,3.25,1,2
5389,2,1,1,0,0,0,0,0,2.35,0,2.4
5390,3,1,1,1,1,0,1,0,3.55,1,3.2
5391,4,1,0,0,0,0,1,0,2.75,1,1.6
5392,1,1,1,0,0,0,0,1,2.7,0,1.8
5393,3,1,1,0,0,0,1,1,1.9,0,1.6
5394,3,1,1,1,1,0,1,1,3.8,1,1.9
5395,2,1,1,0,1,0,0,1,4.95,2,4.8
5396,1,1,0,0,0,0,0,1,3.05,1,2.6
5397,2,2,1,1,1,0,1,0,1.55,0,2.6
5398,1,1,0,0,0,0,0,1,3.3,1,2.1
5399,3,2,1,0,0,0,1,0,3.85,1,2
5400,3,2,0,0,0,0,1,1,1.65,0,2
5401,2,1,0,0,0,0,0,1,2.55,0,1.8
5402,2,1,0,0,0,0,1,0,4.8,2,3
5403,3,3,1,0,0,0,2,1,1.9,0,2.6
5404,2,2,1,1,0,0,3,1,3.4,1,2.3
5405,3,2,1,1,1,0,2,1,4.15,2,3.2
5406,3,3,1,1,1,0,3,1,3.15,1,0.4
5407,3,1,1,0,0,0,1,0,2.6,0,1.9
5408,4,2,1,1,1,0,2,0,1.8,0,0.5
5409,3,2,0,0,0,0,1,0,3.35,1,2.2
5410,2,2,1,1,1,0,2,1,4,2,3.1
5411,1,1,1,0,0,0,0,1,3.75,1,3.3
5412,3,2,1,0,1,0,1,1,2.4,0,1.3
5413,2,1,1,0,0,0,1,1,2.6,0,2.5
5414,2,1,0,0,0,0,0,0,3.2,1,2
5415,3,2,1,0,1,0,3,0,2.3,0,1.1
5416,1,1,1,0,0,0,0,1,4.4,2,2
5417,4,2,0,1,1,0,1,1,2.65,0,2.3
5418,1,1,0,0,0,0,0,1,3.2,1,4.2
5419,1,1,1,0,0,0,0,1,3.35,1,3.8
5420,1,1,0,0,0,0,0,1,3.9,1,2.5
5421,2,1,0,0,0,0,0,1,3.55,1,3.3
5422,2,1,1,0,0,0,0,1,4.45,2,2.7
5423,4,2,1,0,0,0,1,1,3.05,1,2.9
5424,3,1,0,0,0,0,1,1,3.75,1,2.8
5425,2,1,0,0,0,0,0,1,2.4,0,2.6
5426,3,1,1,1,0,0,1,1,2.95,1,4.2
5427,2,1,0,0,0,0,1,0,2.9,1,3.3
5428,1,1,0,0,0,0,0,0,2.8,1,2.3
5429,3,1,1,0,0,0,1,1,4.4,2,2.2
5430,3,1,1,0,0,0,1,1,3.9,1,2.3
5431,2,1,0,0,0,0,0,0,2.9,1,1.9
5432,2,3,1,1,0,0,1,1,2.45,0,2.4
5433,4,1,1,1,1,0,2,1,3.15,1,1.7
5434,3,1,1,0,0,0,1,1,1.75,0,1.1
5435,3,1,1,1,0,0,1,0,3.65,1,2.1
5436,1,1,1,0,0,0,0,1,3.85,1,2.8
5437,2,1,0,0,0,0,0,1,2,0,1.2
5438,3,2,0,0,0,0,2,1,3.75,1,1.6
5439,4,2,1,1,1,0,1,1,2.35,0,1.4
5440,1,1,1,0,0,0,1,1,3.5,1,3.7
5441,3,2,1,0,1,0,2,1,3.05,1,1.8
5442,3,3,1,1,1,0,1,1,2.05,0,1.9
5443,3,2,1,1,1,0,1,0,3.2,1,2
5444,3,3,1,0,0,0,2,1,2.65,0,2.8
5445,2,2,1,0,0,0,1,1,4.4,2,1.3
5446,2,1,0,0,0,0,0,0,3.8,1,3.8
5447,3,1,1,0,0,0,1,0,3.05,1,1.8
5448,1,2,1,0,0,0,2,1,1.7,0,1.3
5449,4,1,1,0,0,0,1,1,4.15,2,2
5450,4,1,0,1,0,0,1,0,2.25,0,3
5451,3,1,1,0,0,0,1,1,3.6,1,3.3
5452,2,1,1,0,0,0,0,1,2.8,1,3.2
5453,4,1,1,1,0,0,1,1,2.3,0,2.7
5454,4,2,1,0,1,0,2,1,2.25,0,2.9
5455,3,1,1,1,1,0,1,1,4.2,2,2.3
5456,1,1,1,0,0,0,0,0,3.6,1,3.3
5457,3,2,1,1,1,0,2,1,3.3,1,2.3
5458,1,1,0,0,0,0,0,1,2.8,1,3.2
5459,4,2,1,0,0,0,1,1,2.4,0,2.2
5460,4,2,0,0,0,0,2,1,3.6,1,2.4
5461,3,1,1,1,1,0,0,1,2.25,0,2
5462,1,1,1,0,0,0,0,1,3.1,1,3.8
5463,2,1,1,0,0,0,0,1,4,2,2.7
5464,3,3,1,0,0,0,2,0,2.7,0,0.5
5465,3,2,1,1,1,0,1,1,3.7,1,1.9
5466,4,3,1,1,1,0,2,1,2.85,1,1.5
5467,3,1,1,1,1,0,1,1,4.1,2,3.5
5468,2,1,1,0,0,0,0,1,3.8,1,1.7
5469,1,1,0,0,0,0,0,1,3.8,1,2.9
5470,3,3,1,0,0,0,3,1,2.05,0,1.3
5471,4,1,1,1,1,0,1,1,4.7,2,2.2
5472,2,1,1,1,1,0,0,1,4.45,2,3.2
5473,3,1,1,0,0,0,1,1,3.6,1,3.2
5474,2,1,1,0,1,0,0,1,3.55,1,1.9
5475,3,1,1,0,0,0,1,1,4.05,2,1.4
5476,2,2,1,0,0,0,2,1,3.85,1,1.3
5477,2,1,0,0,0,0,0,0,3.35,1,2.4
5478,3,1,1,0,0,0,1,0,2.55,0,3.8
5479,4,1,1,1,1,0,1,0,4.3,2,3.4
5480,4,2,1,0,1,0,2,1,3.6,1,3.2
5481,3,2,0,0,0,0,1,1,3.1,1,3.1
5482,4,2,1,0,0,0,2,1,2.85,1,2.4
5483,2,3,1,0,0,0,2,1,2.9,1,2.1
5484,2,2,0,0,0,0,1,0,2.55,0,3.1
5485,4,1,0,1,0,0,1,1,3.2,1,1.1
5486,4,1,0,0,0,0,1,1,4.5,2,3
5487,4,2,1,1,1,0,3,1,3.35,1,2.2
5488,3,2,1,0,1,0,1,1,3.2,1,2.4
5489,1,1,1,1,0,0,0,1,4.2,2,1.3
5490,3,1,1,0,0,0,1,1,4.9,2,1.9
5491,3,1,1,0,0,0,1,1,3.9,1,2.8
5492,2,1,1,1,1,0,1,0,3.7,1,3
5493,3,2,1,0,0,0,1,1,2.5,0,2.3
5494,1,1,1,1,1,0,0,1,4.35,2,4.6
5495,2,2,0,0,0,0,3,1,1.55,0,1.4
5496,4,1,1,1,0,0,0,0,4.6,2,2.2
5497,3,1,1,0,1,0,1,1,2.95,1,2.3
5498,3,1,1,1,1,0,1,1,3.15,1,1.1
5499,4,1,1,1,1,0,1,0,4.85,2,1.6
5500,1,1,1,0,0,0,1,1,3.6,1,3.2
5501,1,2,1,0,0,0,3,1,2.55,0,1.7
5502,3,1,1,1,1,0,1,1,4.55,2,1.5
5503,2,1,0,0,0,0,0,1,2.3,0,2.4
5504,2,1,0,0,1,0,0,1,4.15,2,2.8
5505,3,2,0,0,0,0,1,1,4,2,1.6
5506,2,1,1,0,0,0,1,1,3.25,1,2.1
5507,2,1,0,0,0,0,2,1,2.55,0,2.7
5508,4,2,1,1,1,0,2,1,2.75,1,0.5
5509,1,1,1,1,1,0,0,1,3.7,1,3.5
5510,2,1,0,1,0,0,1,0,3.8,1,2.7
5511,3,1,1,0,0,0,1,1,3.35,1,2.5
5512,3,1,1,1,1,0,0,0,4.4,2,1.8
5513,1,1,1,1,1,0,1,1,3.85,1,3.6
5514,3,2,1,1,1,0,2,1,1.45,0,1.9
5515,3,1,1,0,0,0,2,1,2.95,1,2.6
5516,4,1,0,0,0,0,1,0,2.95,1,1.9
5517,2,1,1,1,1,0,0,1,3.55,1,3.1
5518,3,1,0,1,0,0,1,0,3.15,1,2.3
5519,3,3,1,0,0,0,2,1,2.45,0,2.3
5520,4,3,1,0,0,0,2,1,2,0,1.9
5521,3,1,1,0,0,0,1,1,3.4,1,3.7
5522,3,1,1,1,1,0,1,1,3.8,1,1.7
5523,3,1,1,1,1,0,1,1,4.35,2,3.7
5524,4,2,1,1,1,0,2,1,3.2,1,1.2
5525,1,1,0,0,0,0,0,1,3.2,1,1.5
5526,4,1,1,0,0,0,1,1,2.55,0,2.2
5527,3,1,1,0,0,0,1,1,3.6,1,0.9
5528,1,1,0,0,0,0,0,1,3.15,1,2.1
5529,1,1,0,0,0,0,0,1,2.85,1,2.1
5530,2,1,1,0,0,0,1,1,4.35,2,3.3
5531,3,1,1,0,0,0,1,1,2.45,0,3.2
5532,3,1,1,0,0,0,1,0,2.65,0,2.3
5533,4,2,0,0,0,0,1,0,2.45,0,1.6
5534,3,1,0,0,0,0,1,0,3.35,1,2.9
5535,4,2,1,0,1,0,2,1,1.8,0,2.3
5536,2,1,1,0,0,0,0,1,3.35,1,1.9
5537,2,1,1,0,0,0,1,0,4.05,2,0.8
5538,3,1,1,1,1,0,1,1,2.9,1,1.3
5539,2,1,1,1,0,0,1,0,4.7,2,3.8
5540,3,2,1,1,1,0,1,1,3.75,1,2
5541,4,1,0,0,1,0,1,0,2.45,0,1.9
5542,3,1,1,0,0,0,2,1,1.8,0,1.9
5543,2,1,1,1,1,0,0,0,3.7,1,1.8
5544,2,2,1,0,0,0,2,1,2.1,0,2.1
5545,2,1,1,0,0,0,0,1,3.7,1,2
5546,1,1,1,1,1,0,0,0,3.7,1,2.5
5547,2,2,0,0,1,0,2,1,2.5,0,2.7
5548,3,1,1,1,0,0,1,1,4.25,2,3.8
5549,3,2,1,0,1,0,2,1,2.45,0,1.7
5550,3,2,1,1,1,0,1,1,3.25,1,2.5
5551,2,1,1,1,1,0,1,0,3.95,1,4.1
5552,2,1,0,0,0,0,1,0,4,2,1.7
5553,4,1,1,1,1,0,1,0,3.35,1,2.5
5554,3,3,1,1,1,0,1,0,3,1,1.3
5555,3,1,0,1,1,0,1,1,2.45,0,3
5556,2,1,1,0,1,0,0,0,3.8,1,2.7
5557,2,1,1,1,1,0,0,1,3.45,1,2
5558,4,1,1,0,0,0,1,1,3.6,1,3.5
5559,2,1,0,0,0,0,0,0,3.7,1,3.8
5560,4,2,0,0,0,0,1,1,2.1,0,2
5561,1,1,0,0,0,0,0,1,2.75,1,2.7
5562,3,1,0,1,0,0,0,1,3.2,1,2.3
5563,2,1,1,1,0,0,1,1,2.9,1,2.2
5564,2,1,1,0,1,0,0,0,4.15,2,2.2
5565,1,1,1,0,0,0,0,1,3.1,1,2.8
5566,2,2,1,0,1,0,3,1,2.45,0,1.4
5567,1,2,1,0,0,0,1,1,2.5,0,1
5568,2,2,0,1,1,0,1,1,3.1,1,3.7
5569,2,1,1,1,0,0,1,1,2.1,0,3.2
5570,2,1,0,0,0,0,1,1,3.2,1,2.1
5571,3,1,0,1,1,0,1,1,4.3,2,2.4
5572,2,1,1,0,0,0,0,0,3.3,1,3.9
5573,2,1,1,1,1,0,0,1,3.95,1,3.4
5574,2,1,1,0,0,0,0,1,4.35,2,2
5575,2,1,0,0,0,0,0,1,3.6,1,2.6
5576,4,1,1,1,0,0,1,1,2.35,0,2.6
5577,2,1,0,0,0,0,0,1,2.6,0,1.8
5578,2,2,1,0,0,0,2,0,2.7,0,2.7
5579,4,2,1,1,1,0,2,1,2.9,1,3.7
5580,4,1,1,0,1,0,1,1,3.75,1,2.9
5581,3,1,1,0,1,0,2,0,4.45,2,1.8
5582,3,1,1,0,0,0,1,0,2.35,0,0.6
5583,2,1,1,1,1,0,0,0,5,2,3.3
5584,2,2,1,0,0,0,1,1,2.65,0,2.8
5585,2,1,1,0,0,0,1,1,4.2,2,3.3
5586,3,2,0,0,0,0,2,1,2.3,0,1.1
5587,2,3,1,1,0,0,3,1,2.05,0,1.9
5588,2,3,1,0,1,0,1,1,2.85,1,2.2
5589,2,1,0,0,0,0,1,0,2.35,0,3
5590,2,1,1,1,1,0,0,0,4.35,2,3.1
5591,4,1,1,0,0,0,2,1,2.1,0,3
5592,3,1,1,1,1,0,0,1,4.25,2,1.5
5593,3,3,0,0,0,0,1,1,2.35,0,2.1
5594,2,1,0,0,0,0,0,1,2.4,0,2.1
5595,2,1,1,0,0,0,1,1,3.95,1,3.1
5596,4,2,1,1,1,0,1,1,3.55,1,2.1
5597,2,1,1,1,1,0,0,0,4.9,2,2.4
5598,3,1,1,1,0,0,1,1,1.7,0,1.4
5599,3,2,1,1,1,0,1,1,4.25,2,1.7
5600,4,1,0,0,0,0,1,0,3.9,1,2.8
5601,3,1,1,1,0,0,1,1,3.15,1,1.7
5602,1,1,1,0,0,0,0,1,4,2,2.8
5603,2,2,1,0,0,0,1,1,2.7,0,3.3
5604,3,1,1,1,1,0,2,0,4,2,2.4
5605,4,1,0,0,0,0,1,0,2.8,1,1.2
5606,1,1,0,0,0,0,0,1,2.4,0,2.3
5607,3,1,1,0,1,0,2,0,4.9,2,1.6
5608,3,1,1,0,0,0,1,0,3.3,1,2.4
5609,3,1,1,0,1,0,1,0,3.9,1,3
5610,3,1,1,0,0,0,1,0,2.45,0,1.7
5611,1,1,1,0,1,0,1,1,3.55,1,3.9
5612,1,1,1,1,1,0,0,1,4.5,2,2.7
5613,3,1,0,1,1,0,2,1,2.85,1,1.8
5614,1,1,0,0,0,0,1,1,2.65,0,2.7
5615,3,1,1,1,1,0,1,1,2.6,0,2.3
5616,3,1,0,0,0,0,1,1,3.5,1,3.1
5617,3,1,1,0,0,0,1,0,4.5,2,2.2
5618,2,1,1,0,1,0,0,1,4.55,2,2.3
5619,3,1,1,1,1,0,1,1,4.35,2,2.2
5620,4,2,0,1,0,0,3,1,2.95,1,4.9
5621,3,2,0,0,0,0,2,1,3.7,1,3.8
5622,2,1,0,0,0,0,0,0,3.8,1,2.9
5623,2,1,1,1,1,0,0,1,3.7,1,0.8
5624,1,1,0,0,0,0,0,1,3.05,1,2.4
5625,3,1,1,0,1,0,1,0,3.55,1,2.4
5626,2,1,0,0,0,0,0,1,2.35,0,1.9
5627,2,1,0,1,1,0,0,1,4.65,2,2.7
5628,2,2,0,0,0,0,1,1,2.85,1,1.2
5629,2,1,1,0,0,0,0,1,4.05,2,3.2
5630,3,1,1,1,1,0,2,1,4.65,2,2.4
5631,1,1,1,0,0,0,0,0,2.2,0,3.6
5632,2,1,0,0,0,0,1,1,2.25,0,2.3
5633,3,1,0,1,1,0,1,0,3.25,1,1.2
5634,1,1,0,0,0,0,0,1,3.15,1,2.8
5635,2,1,0,1,1,0,0,1,2.05,0,1.2
5636,4,1,1,0,1,0,1,0,3.15,1,1.7
5637,1,1,0,0,0,0,0,1,2.3,0,1.8
5638,3,1,1,0,1,0,1,1,4.05,2,2.4
5639,2,1,1,0,0,0,0,0,3.15,1,3.6
5640,1,1,0,0,0,0,0,1,3.2,1,2.5
5641,2,1,0,0,0,0,1,1,3.6,1,0.7
5642,2,1,0,0,0,0,1,1,4.35,2,2.7
5643,2,2,1,0,1,0,3,0,3.2,1,2.2
5644,3,2,1,0,0,0,1,1,2.3,0,1.8
5645,4,2,1,0,1,0,1,1,4.35,2,3.6
5646,2,1,1,0,0,0,0,0,2.1,0,2
5647,2,1,0,1,0,0,1,0,2.45,0,2.3
5648,3,1,1,1,1,0,1,0,4.15,2,3.6
5649,1,1,0,0,0,0,0,1,3.6,1,2.9
5650,2,1,0,1,0,0,0,0,2.65,0,2.4
5651,2,1,1,0,0,0,0,1,3.85,1,2.1
5652,4,2,0,0,0,0,2,1,5,2,2.4
5653,1,1,1,0,0,0,0,1,3.95,1,4.1
5654,4,3,0,1,1,0,2,1,2.8,1,0.9
5655,2,1,0,0,0,0,1,0,4.2,2,4.1
5656,3,1,1,0,1,0,1,0,4,2,2.4
5657,3,3,1,0,0,0,1,1,2.7,0,2.7
5658,1,1,0,0,0,0,0,1,2.45,0,3.2
5659,2,1,1,1,1,0,1,1,3.5,1,3.2
5660,2,1,0,0,0,0,0,1,2.6,0,1.9
5661,2,1,1,0,0,0,1,1,3.55,1,3.1
5662,3,1,0,0,0,0,1,0,4.35,2,2.5
5663,2,1,1,1,0,0,0,1,3.1,1,3.5
5664,3,2,0,0,0,0,1,0,1.8,0,1.1
5665,3,1,1,1,1,0,1,1,3.5,1,1.7
5666,2,1,0,0,0,0,0,1,2.75,1,3.4
5667,2,2,0,0,0,0,2,1,1.85,0,2.5
5668,2,1,1,1,1,0,0,1,3.45,1,2.2
5669,1,1,0,0,0,0,0,1,2.6,0,2.9
5670,4,3,1,1,0,0,2,1,2.4,0,1.2
5671,3,1,1,1,0,0,1,0,4.35,2,2.5
5672,4,1,1,1,1,0,1,0,3.65,1,2.3
5673,2,1,0,0,0,0,0,1,3.35,1,1.9
5674,3,2,1,0,1,0,2,1,4.35,2,2.6
5675,3,2,1,1,1,0,1,1,3.85,1,2.8
5676,3,1,1,1,1,0,1,1,3.75,1,2.7
5677,2,3,1,0,0,0,2,1,2.7,0,1.7
5678,1,1,1,0,0,0,0,1,4.55,2,2.8
5679,3,1,1,1,0,0,1,0,4.1,2,2
5680,2,1,1,0,0,0,0,1,3.8,1,3.5
5681,2,1,0,0,0,0,1,1,3.95,1,2.9
5682,3,1,1,1,1,0,1,1,4.55,2,2.6
5683,2,3,1,0,0,0,2,1,2.9,1,2.2
5684,2,1,1,0,0,0,0,0,2.1,0,0.3
5685,2,1,1,0,0,0,0,0,2.75,1,2.4
5686,1,1,1,0,0,0,0,1,3.75,1,2.7
5687,2,1,1,1,1,0,1,0,4.55,2,4
5688,4,3,1,1,1,0,3,1,2.85,1,1.2
5689,2,2,1,0,0,0,3,1,2,0,3.5
5690,1,2,1,0,0,0,1,1,2.6,0,2.5
5691,4,1,1,1,1,0,1,1,3.15,1,2.2
5692,4,1,1,0,0,0,1,1,2.9,1,1.3
5693,3,1,1,1,1,0,1,0,3.2,1,2.1
5694,3,2,0,0,0,0,1,0,3.4,1,1.8
5695,3,1,1,1,1,0,1,0,2.45,0,1.2
5696,2,1,1,0,1,0,0,1,3.5,1,2.2
5697,4,2,1,1,1,0,2,1,2.95,1,1.1
5698,3,1,1,1,1,0,2,1,3.85,1,1.5
5699,2,1,0,0,0,0,1,1,2.7,0,2.1
5700,3,1,0,0,0,0,1,0,2.85,1,2.8
5701,2,1,0,0,0,0,0,1,4.1,2,2.4
5702,4,2,1,0,0,0,1,1,3,1,2.2
5703,1,1,0,0,0,0,0,0,3.7,1,5.4
5704,4,1,0,0,0,0,1,0,4.6,2,1.3
5705,3,2,1,0,0,0,2,1,2.6,0,1.6
5706,2,1,1,0,0,0,1,1,4.85,2,3.7
5707,4,1,1,0,0,0,1,1,1.95,0,0.9
5708,3,2,1,1,1,0,1,1,2.95,1,1.4
5709,4,1,1,0,0,0,1,1,4.4,2,4.6
5710,4,2,1,0,1,0,1,1,2.35,0,2.4
5711,3,1,1,1,1,0,1,0,3.25,1,2.7
5712,2,1,1,1,1,0,0,1,3,1,3
5713,2,1,1,1,1,0,1,1,4.85,2,3.3
5714,3,1,1,0,0,0,1,1,2.85,1,1.9
5715,2,1,0,0,0,0,0,0,2.75,1,2.4
5716,2,2,0,0,0,0,2,1,3.7,1,2.7
5717,2,1,1,1,1,0,0,1,4.7,2,2.9
5718,3,1,1,1,1,0,2,1,3.25,1,2.2
5719,2,1,1,1,1,0,0,1,4.75,2,2.7
5720,1,1,1,0,0,0,0,1,3.9,1,3.2
5721,3,1,1,1,1,0,1,1,4.45,2,2.6
5722,2,1,0,1,1,0,1,1,3.35,1,1.2
5723,3,2,1,0,0,0,1,1,2.7,0,3
5724,2,1,0,0,0,0,0,1,2.8,1,3.2
5725,4,1,1,1,1,0,2,1,1.8,0,1.7
5726,2,1,1,0,0,0,0,1,3.9,1,2.6
5727,2,1,1,0,0,0,0,1,3.85,1,2.9
5728,3,1,1,0,0,0,1,1,3,1,3
5729,4,3,1,0,1,0,2,1,3.15,1,2.8
5730,4,1,1,0,0,0,1,0,3.5,1,3.4
5731,3,1,0,1,0,0,1,1,3.65,1,2.9
5732,4,2,1,0,1,0,3,1,2.85,1,1.6
5733,3,1,1,1,1,0,0,1,2,0,0.9
5734,2,2,1,0,1,0,1,1,4.15,2,1.9
5735,4,1,1,1,1,0,1,1,3.1,1,3.2
5736,3,1,1,0,1,0,1,1,4.2,2,2.4
5737,2,2,1,0,1,0,2,1,1.8,0,1.8
5738,3,1,1,1,1,0,1,0,2.65,0,0.8
5739,3,1,1,1,1,0,0,0,3.85,1,2.5
5740,1,1,1,1,1,0,0,1,3.5,1,2.8
5741,2,1,1,1,1,0,0,1,3.1,1,2.5
5742,3,2,1,0,0,0,1,1,3.25,1,2.8
5743,4,1,1,1,1,0,2,1,2.45,0,2
5744,2,1,1,1,1,0,1,1,4.5,2,3.1
5745,3,3,1,1,1,0,2,0,3.1,1,2.2
5746,2,1,0,0,0,0,0,1,3.85,1,3.1
5747,4,2,0,0,0,0,1,0,4.25,2,2.4
5748,3,1,1,0,0,0,1,1,3.55,1,2.3
5749,1,1,1,0,0,0,0,1,4.7,2,2.8
5750,4,2,0,1,0,0,1,0,3.05,1,2.2
5751,1,1,0,1,0,0,0,1,3.4,1,2
5752,3,1,1,1,1,0,1,0,3.65,1,2.4
5753,2,2,0,0,0,0,1,0,4.15,2,3.4
5754,1,1,1,0,0,0,1,1,3.6,1,4.2
5755,3,1,0,0,0,0,1,0,2.75,1,3.1
5756,2,1,0,0,0,0,0,1,3.9,1,2
5757,4,2,1,1,0,0,1,1,2.85,1,2.6
5758,2,2,0,0,0,0,2,1,3.35,1,2
5759,3,3,1,1,1,0,2,1,1.75,0,1.6
5760,4,1,1,1,1,0,1,1,3.05,1,1.7
5761,4,2,1,1,1,0,2,1,4.4,2,2.6
5762,2,1,0,0,0,0,0,1,3,1,2.4
5763,3,1,1,1,1,0,1,1,4.25,2,3.7
5764,4,2,1,1,1,0,3,1,3.3,1,1.7
5765,3,1,0,0,0,0,0,0,4.2,2,3.3
5766,4,3,1,0,1,0,3,1,2.5,0,2.7
5767,2,1,0,0,0,0,0,1,2.7,0,2.8
5768,2,1,1,0,0,0,0,0,3.7,1,3.6
5769,2,1,0,0,0,0,1,1,3.6,1,3.1
5770,4,3,1,1,1,0,2,1,2,0,1.2
5771,3,1,0,0,0,0,0,0,3.95,1,3.4
5772,4,2,1,0,0,0,1,1,4.5,2,2
5773,1,1,1,0,0,0,0,1,2.9,1,4
5774,3,1,1,1,1,0,1,1,2.75,1,1.4
5775,3,1,1,0,0,0,0,1,3.65,1,3.4
5776,4,1,1,1,1,0,1,1,2.85,1,2.7
5777,2,1,1,0,0,0,0,0,3.65,1,2.7
5778,2,1,1,1,0,0,0,1,3.9,1,2.2
5779,3,1,0,0,0,0,1,1,3.35,1,2.8
5780,2,1,0,0,0,0,0,1,4.65,2,4.7
5781,1,1,1,0,0,0,0,1,4.05,2,3.1
5782,3,2,0,0,0,0,1,1,2.9,1,2.6
5783,4,2,0,1,1,0,1,0,3.95,1,3.1
5784,3,3,1,1,1,0,2,1,2.2,0,2
5785,2,2,1,0,0,0,1,0,3.5,1,3.6
5786,1,1,1,0,0,0,0,1,3.05,1,3.6
5787,3,1,1,0,0,0,0,0,4.35,2,1.8
5788,2,1,1,0,0,0,0,1,4.8,2,4.9
5789,3,1,0,0,0,0,1,1,3.45,1,3.1
5790,4,3,1,1,1,0,2,1,3.25,1,3.8
5791,2,1,1,1,0,0,0,1,3.05,1,2.9
5792,4,1,0,0,0,0,1,1,4.45,2,2.2
5793,2,1,0,0,0,0,0,1,3.2,1,1.5
5794,1,1,1,0,1,0,0,1,4.2,2,2.6
5795,1,1,0,0,0,0,1,0,3.65,1,1.2
5796,4,1,1,1,1,0,1,1,4.1,2,2.8
5797,4,1,1,1,1,0,1,1,3.85,1,2
5798,2,1,1,1,1,0,0,1,3.85,1,3.4
5799,2,1,0,0,0,0,0,1,3.15,1,2.2
5800,2,1,0,0,0,0,0,0,3.75,1,2.5
5801,1,1,0,0,0,0,0,1,3.05,1,1.9
5802,2,2,0,0,0,0,2,1,2.05,0,1.7
5803,3,1,1,0,1,0,1,1,3.55,1,2.2
5804,3,1,0,0,0,0,0,1,3.85,1,2.6
5805,3,1,1,1,0,0,1,1,3.5,1,2.7
5806,3,2,1,1,1,0,2,1,3.8,1,3.1
5807,2,2,1,0,0,0,1,1,4.15,2,3
5808,3,3,1,1,1,0,2,1,1.55,0,3
5809,2,1,0,0,0,0,0,1,2.8,1,2.3
5810,3,1,1,1,1,0,1,1,3.1,1,3.9
5811,2,1,1,0,0,0,0,0,4.55,2,3.5
5812,4,2,1,0,0,0,1,0,2.35,0,2.4
5813,1,1,1,0,0,0,0,0,2.85,1,1.8
