,QaA,QbA,QcA,QdA,QeA,QfA,QgA,QhA,QiA,QjA,QkA,QlA,QmA,QnA,QoA,QpA,QqA,QrA,QsA,QtA,education,married,wr_01,wr_02,wr_03,wr_04,wr_05,wr_06,wr_07,wr_08,wr_09,wr_10,wr_11,wr_12,wr_13,QaE_new,QbE_new,QcE_new,QdE_new,QeE_new,QfE_new,QgE_new,QhE_new,QiE_new,QjE_new,QkE_new,QlE_new,QmE_new,QnE_new,QoE_new,QpE_new,QqE_new,QrE_new,QsE_new,QtE_new,wr_new,age_10s,age4,race_white,QtotalE,Mach_score,mach_per,Asian,Black,Other,White,tp_score
7248,5,2,5,5,3,4,5,2,2,3,1,5,2,4,2,2,2,1,1,4,2,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,0,0,1,1,1,3.0,1,0,0,0,1,1.7
7249,4,4,2,4,3,1,4,2,1,4,1,5,2,1,4,4,3,4,1,3,2,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,0,1,1,1,2,1,2,0,0,0,1,1,2.85,1,0,0,0,1,2.1
7250,5,1,4,5,5,4,2,2,4,4,4,5,5,5,2,5,4,5,5,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,1,1,3.9,1,0,0,0,1,2.5
7251,3,4,5,5,5,5,3,1,5,4,1,5,4,5,5,4,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,2,0,1,1,0,0,1,0,0,0,1,0,1,1,1,4.05,2,0,0,0,1,3.0
7252,4,1,4,2,4,1,1,4,1,2,1,1,1,1,1,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,0,3,1,1,1.9,0,0,0,0,1,2.4
7253,4,2,4,5,4,5,5,1,2,4,2,5,4,5,1,2,5,5,2,3,4,2,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,2,0,1,0,0,2,2,1,1,0,1,1,1,2,2,2,1,2,0,0,1,1,1,3.5,1,0,0,0,1,3.2
7254,5,5,5,3,5,5,1,5,5,4,3,5,2,5,5,2,5,4,4,5,4,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,1,0,1,1,1,4.15,2,0,0,0,1,0.8
7255,5,4,5,5,5,5,4,1,1,2,2,5,1,2,4,1,5,4,1,1,4,2,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,1,2,2,2,2,1,2,0,1,2,0,2,2,1,2,2,2,0,0,1,0,1,3.15,1,1,0,0,0,2.2
7256,5,2,5,5,5,5,2,3,4,4,1,5,1,5,5,1,2,4,4,5,2,1,1,1,0,1,1,0,1,1,1,1,0,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,0,0,2,0,1,3.65,1,0,0,1,0,2.0
7257,4,1,2,3,2,5,2,1,2,1,2,4,2,2,1,5,1,5,4,2,2,3,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,2,0,1,1,1,1,0,0,0,1,1,1,2.55,0,0,0,0,1,1.7
7258,5,4,5,5,5,4,5,3,2,4,2,5,4,1,3,4,3,2,5,1,2,1,0,1,0,1,1,1,1,1,0,1,0,1,1,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,2,2,0,0,1,1,1,3.6,1,0,0,0,1,3.3
7259,2,1,1,5,3,4,1,1,1,1,1,5,1,1,4,2,3,1,1,4,3,2,1,1,0,1,1,0,1,1,0,1,0,1,1,2,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,2,1,1,2.15,0,0,0,0,1,1.9
7260,5,4,4,4,4,5,3,3,3,4,2,4,4,4,4,5,3,3,5,2,4,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,2,2,1,2,1,1,1,1,2,0,0,1,0,0,1,0,1,1,1,3.75,1,0,0,0,1,1.7
7261,2,2,2,5,4,1,1,2,1,5,1,1,1,1,2,2,2,1,2,1,2,3,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,2,2,2,1,0,0,1,1,1,1,2,2,1,0,1,1,0,2,1,1,1.95,0,0,0,0,1,1.1
7262,3,4,1,3,2,1,5,4,1,5,1,5,4,1,4,1,1,2,1,1,3,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,2,0,1,2,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,2,0,1,2.5,0,1,0,0,0,2.4
7263,3,2,3,3,3,1,2,3,4,4,1,3,2,1,2,3,3,1,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,0,0,1,2,1,0,1,1,1,1,1,1,0,2,1,1,2.45,0,0,0,0,1,2.2
7264,5,2,3,4,5,5,4,4,1,4,4,5,2,4,4,5,3,3,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,2,2,0,0,1,0,1,3.75,1,1,0,0,0,1.4
7265,5,3,1,4,1,1,5,5,1,5,1,5,3,1,2,1,1,4,2,2,3,3,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,2,2,1,2,1,0,1,1,1,0,1,2,1,1,2,2,2,1,0,0,2,0,1,2.65,0,0,0,1,0,2.2
7266,5,1,4,4,2,5,1,1,1,1,1,5,1,5,4,1,2,2,4,1,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,2,1,1,1,0,0,0,1,1,2.55,0,0,0,0,1,4.3
7267,4,4,4,4,4,5,5,2,4,4,3,5,4,4,5,3,4,4,4,5,3,1,0,1,0,1,0,0,1,1,0,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,1,0,0,0,1,1,4.05,2,0,0,0,1,2.7
7268,4,5,5,5,5,5,5,4,3,5,3,5,5,5,5,5,2,4,3,3,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.3,2,0,0,0,1,3.8
7269,4,4,4,4,4,4,4,2,3,3,2,5,4,4,3,4,2,3,4,4,3,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,1,0,1,1,0,1,1,1,3.55,1,0,0,0,1,2.6
7270,5,4,4,5,5,5,5,5,4,2,2,4,5,5,2,4,5,4,3,4,3,3,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,2,1,0,1,0,0,2,2,2,2,1,2,1,0,1,1,2,0,0,1,1,1,4.1,2,0,0,0,1,1.4
7271,4,5,5,5,5,5,3,2,3,3,2,5,4,4,5,4,5,4,4,4,2,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,0,0,0,1,1,4.05,2,0,0,0,1,3.0
7272,5,5,5,5,1,5,3,5,5,5,1,5,5,3,2,4,2,1,5,5,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,3.85,1,0,0,1,0,3.2
7273,5,5,5,5,1,5,5,4,5,5,5,1,5,5,5,5,5,5,5,5,3,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,0,0,1,1,2,2,1,0,0,1,0,1,4.55,2,1,0,0,0,2.5
7274,4,5,5,5,5,5,5,3,3,5,4,5,5,5,3,4,5,4,5,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,0,1,1,1,2,1,1,2,0,2,0,1,1,1,1,2,1,1,0,2,1,1,4.45,2,0,0,0,1,2.7
7275,4,3,3,3,4,5,4,2,3,4,2,5,1,5,4,2,2,4,5,3,2,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,0,0,1,1,1,0,2,1,2,0,2,1,0,1,1,1,3.4,1,0,0,0,1,1.6
7276,5,1,5,5,1,5,5,1,5,5,4,5,2,5,2,5,5,5,4,2,4,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,3.85,1,0,0,0,1,3.0
7277,5,5,3,4,5,5,2,4,3,4,1,4,4,4,3,4,5,5,4,2,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,2,0,2,0,0,2,1,2,0,0,0,1,1,3.8,1,0,0,0,1,2.0
7278,2,2,1,2,3,2,1,1,1,1,1,5,3,2,1,3,1,2,2,1,2,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,2,0,1,1,0,1,1,0,0,0,1,1,1,1.85,0,0,0,0,1,1.7
7279,4,4,5,5,3,5,5,2,3,2,5,5,3,5,4,4,5,4,4,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,2,1,2,0,2,1,2,1,2,2,1,1,1,0,1,2,2,0,0,1,1,1,4.0,2,0,0,0,1,4.2
7280,5,4,5,5,2,1,1,3,1,3,1,5,4,2,2,1,1,2,1,5,1,3,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,0,2,1,1,1,2,1,1,1,2,2,1,0,0,2,0,1,2.7,0,0,0,1,0,2.8
7281,4,2,4,5,5,5,5,2,5,4,4,5,4,5,4,4,2,4,4,4,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,1,0,2,1,1,4.05,2,0,0,0,1,2.5
7282,4,5,5,5,5,5,2,1,5,4,1,5,3,4,5,4,2,5,4,5,4,2,0,0,0,1,1,0,1,1,0,1,0,1,1,0,2,1,2,1,1,2,2,1,2,1,2,2,1,0,2,2,2,2,2,0,0,3,1,1,3.95,1,0,0,0,1,0.9
7283,5,4,2,4,5,5,2,1,5,2,4,5,4,5,5,3,3,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,3.85,1,0,0,0,1,4.2
7284,3,4,4,5,3,5,5,3,4,4,4,3,5,3,4,1,4,1,3,4,2,2,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,2,0,1,1,1,1,1,0,1,1,2,1,1,2,1,2,2,0,0,0,1,0,1,3.6,1,0,0,1,0,4.9
7285,5,5,4,5,5,5,5,1,1,1,1,5,4,5,1,1,5,5,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,0,0,0,0,1,3.3,1,0,1,0,0,2.4
7286,3,2,1,5,4,4,4,2,1,3,1,1,4,2,1,3,3,2,2,3,2,2,1,1,0,1,1,0,1,1,0,1,0,1,1,1,2,1,1,1,2,1,2,1,1,0,1,2,1,2,0,1,2,2,1,0,0,1,1,1,2.55,0,0,0,0,1,1.5
7287,2,3,1,5,1,4,3,1,1,4,1,4,2,3,4,1,3,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,0,0,0,1,1,2.5,0,0,0,0,1,2.1
7288,4,1,2,5,2,4,2,1,2,1,1,1,2,4,1,1,2,5,3,1,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,2,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,2.25,0,0,0,0,1,1.6
7289,4,2,1,5,3,5,5,1,4,1,2,5,2,4,3,1,2,2,4,1,3,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,2,1,2,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,2.85,1,0,0,0,1,2.2
7290,5,1,5,4,4,5,1,1,4,2,1,5,3,2,4,1,4,1,4,5,4,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,2,2,0,1,1,1,2,2,0,2,2,2,1,1,2,1,0,1,0,1,1,1,3.1,1,0,0,0,1,2.4
7291,3,4,1,4,3,5,4,4,2,3,1,5,3,5,3,2,1,2,1,3,3,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,2,0,1,1,0,2,1,1,1,0,1,1,1,2.95,1,0,0,0,1,2.4
7292,5,2,5,4,5,4,5,4,2,4,2,5,5,5,4,2,2,3,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,3.7,1,1,0,0,0,2.5
7293,3,2,5,5,4,5,3,1,4,4,2,4,4,4,4,1,2,4,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,3.3,1,0,0,0,1,2.6
7294,2,1,5,5,1,5,5,1,5,4,1,5,4,1,2,4,3,3,4,2,3,1,1,1,1,1,0,0,0,1,0,0,0,1,1,2,2,1,2,2,2,2,2,1,2,0,1,1,1,2,2,2,1,2,2,0,0,1,0,1,3.15,1,1,0,0,0,3.2
7295,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,5.0,2,1,0,0,0,3.1
7296,3,1,1,5,1,1,3,1,1,4,1,5,1,1,1,1,3,1,1,1,2,2,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,2,1,1,1,0,2,1,0,0,1,2,1,1,1,0,0,1,1,1,1.85,0,0,0,0,1,3.0
7297,5,5,4,5,2,3,5,1,4,5,2,5,4,5,1,5,5,3,1,4,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,2,0,1,1,0,1,1,1,0,2,2,1,1,1,1,0,2,0,1,1,0,0,0,1,1,3.7,1,0,0,0,1,3.3
7298,3,4,3,4,4,2,5,2,2,4,2,2,2,4,4,4,3,3,2,4,4,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,2,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,2,1,1,3.15,1,0,0,0,1,2.5
7299,5,5,4,5,3,3,4,5,5,4,3,2,4,4,5,5,5,5,5,5,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,2,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,4.3,2,0,0,0,1,2.9
7300,4,2,4,5,5,4,2,1,2,2,1,4,4,4,1,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,2,1,0,0,1,1,0,1,1,1,1,0,2,1,1,2.95,1,0,0,0,1,2.6
7301,4,4,4,4,5,3,2,1,4,2,1,1,4,2,4,4,2,1,4,1,4,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,2.85,1,0,0,0,1,1.2
7302,3,3,5,3,5,4,2,2,1,3,1,4,4,2,3,3,1,2,4,2,3,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,2,1,2,0,2,1,1,1,1,1,2,2,1,2,1,2,2,1,0,0,2,1,1,2.85,1,0,0,0,1,3.0
7303,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,4.8,2,0,0,0,1,2.9
7304,5,3,2,4,3,5,4,4,1,4,1,5,4,5,1,3,4,3,4,2,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,2,1,1,0,0,0,1,1,0,0,0,1,1,3.35,1,0,0,0,1,3.6
7305,5,1,1,5,1,5,1,1,1,1,1,5,3,5,1,1,1,4,4,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,2,0,2,1,1,1,2,1,1,2,2,2,1,1,1,2,1,2,0,0,0,1,1,2.4,0,0,0,0,1,2.0
7306,5,5,5,5,5,5,5,5,2,5,1,5,5,4,5,5,5,2,4,2,4,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,0,1,1,2,1,1,1,2,2,2,1,1,0,2,1,1,1,0,2,1,1,4.25,2,0,0,0,1,2.8
7307,1,2,1,2,2,1,1,1,1,1,5,4,1,1,4,1,1,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,2,0,1,0,3,1,1,1.7,0,0,0,0,1,1.9
7308,5,1,5,5,5,4,5,1,3,5,1,5,5,5,1,1,3,4,1,4,4,3,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,1,0,1,1,0,0,1,1,1,3.45,1,0,0,0,1,2.8
7309,4,1,4,4,2,4,4,1,4,4,1,5,4,4,4,2,2,2,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,2,2,1,0,0,2,1,1,3.15,1,0,0,0,1,2.2
7310,4,1,1,5,3,1,2,1,2,1,1,5,4,1,1,1,1,2,3,1,3,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,0,2,1,1,2.05,0,0,0,0,1,1.9
7311,3,5,5,5,2,2,4,1,1,4,3,5,2,1,1,1,4,3,4,5,2,1,1,1,0,1,1,0,1,1,1,1,0,1,1,2,1,2,2,1,0,2,1,2,2,2,2,2,2,2,2,2,1,2,1,0,0,1,0,1,3.05,1,0,0,1,0,2.6
7312,3,3,4,5,5,2,4,1,4,4,4,5,4,4,4,1,5,3,4,5,3,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,2,1,1,1,2,1,0,1,1,0,1,0,1,1,1,1,2,0,1,0,0,0,0,1,3.7,1,1,0,0,0,3.5
7313,2,1,2,5,3,5,5,2,1,3,1,5,1,5,2,1,2,5,3,2,2,3,0,1,0,1,1,0,1,1,0,1,0,1,1,2,2,2,2,2,2,2,0,2,2,1,2,2,1,1,1,2,2,2,2,0,0,3,1,1,2.8,1,0,0,0,1,0.4
7314,5,4,5,3,5,5,5,3,1,5,2,5,4,2,5,5,5,2,3,5,4,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,0,1,2,0,2,1,1,1,0,0,1,1,1,3.95,1,0,0,0,1,3.1
7315,5,1,5,5,3,1,1,1,1,5,1,1,1,1,1,1,2,1,3,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,0,1,2,1,1,1,2,2,2,2,1,2,2,1,0,2,0,1,2.05,0,0,0,1,0,2.0
7316,3,3,5,5,5,5,2,3,4,5,4,5,4,5,4,4,5,3,5,4,2,1,0,1,0,0,0,0,1,1,0,1,0,1,1,2,2,1,1,2,2,0,2,1,1,2,2,1,1,1,2,2,2,1,0,0,0,0,0,1,4.15,2,1,0,0,0,1.6
7317,5,5,4,4,5,4,5,4,1,3,1,5,2,4,1,5,5,2,2,4,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,0,1,2,2,1,0,0,1,1,3.55,1,0,0,0,1,2.6
7318,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,5,1,2,2,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,2,1,1,0,1,1,1,1,1,1,2,0,2,0,2,1,0,0,1,0,1,1.6,0,0,0,1,0,0.6
7319,4,1,5,5,5,5,4,1,4,5,1,5,5,5,5,5,1,3,3,4,3,1,1,1,0,1,1,1,1,1,0,1,0,1,1,2,1,2,1,2,0,2,1,2,2,2,2,2,1,1,1,1,2,2,2,0,0,1,0,1,3.8,1,1,0,0,0,2.9
7320,5,2,4,4,2,4,4,2,4,2,1,5,4,2,1,1,4,2,2,2,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,0,0,0,0,1,2.85,1,1,0,0,0,3.5
7321,3,2,4,5,2,5,5,1,3,4,2,5,5,5,4,3,3,4,4,2,2,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,0,0,1,2,0,1,1,2,0,0,1,1,1,3.55,1,0,0,0,1,2.4
7322,4,4,5,5,5,5,5,4,5,4,3,5,4,4,5,4,5,5,5,4,2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,2,1,0,1,1,2,1,0,1,0,1,0,0,0,1,4.5,2,1,0,0,0,1.5
7323,5,5,5,4,5,4,1,5,5,5,5,5,1,5,4,5,5,5,5,5,2,2,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,4.45,2,0,0,0,1,1.5
7324,4,1,4,4,4,3,2,3,1,3,1,5,3,2,4,2,3,2,3,4,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,0,2,1,1,0,1,1,1,2.9,1,0,0,0,1,3.0
7325,5,1,4,5,1,4,2,1,1,1,5,5,4,5,1,1,1,2,4,1,4,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2,0,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,0,2,1,1,2.7,0,0,0,0,1,3.4
7326,3,3,1,4,4,4,4,1,3,2,2,5,5,4,5,4,4,2,5,4,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,2,0,0,0,0,1,3.45,1,1,0,0,0,2.1
7327,3,2,4,5,4,4,4,4,1,4,2,5,4,4,4,4,4,3,2,4,2,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,1,0,2,2,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,3.55,1,0,0,0,1,3.4
7328,1,1,5,5,2,1,4,1,1,4,1,5,1,1,1,1,2,1,1,1,4,2,1,1,0,1,1,1,1,1,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,2,1,1,2.0,0,0,0,0,1,2.1
7329,2,2,1,2,4,4,4,1,1,1,1,5,1,1,1,4,1,1,3,1,3,2,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,2,1,1,2,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,2.05,0,0,0,0,1,2.7
7330,4,5,4,5,5,5,4,1,5,4,3,5,5,5,5,3,3,4,5,4,2,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,2,1,0,2,1,1,2,1,1,1,0,1,0,2,2,0,0,1,1,0,0,1,1,4.2,2,0,0,0,1,1.5
7331,3,4,5,5,5,1,5,1,2,5,5,5,2,4,1,4,5,2,3,5,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,3.6,1,0,0,0,1,2.1
7332,2,2,4,4,4,4,4,1,2,4,2,5,4,4,1,1,2,3,4,2,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,2,1,1,1,0,2,1,0,0,0,1,1,2.95,1,0,0,0,1,2.6
7333,3,3,5,4,3,3,4,3,4,5,1,5,4,2,4,4,1,4,4,2,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2,2,0,1,1,2,2,2,2,2,1,0,2,2,1,2,0,1,2,1,1,0,0,0,1,3.4,1,0,0,1,0,3.0
7334,4,1,3,5,3,3,1,2,1,5,1,3,5,1,1,1,5,1,1,3,4,1,1,1,0,0,1,0,1,1,0,1,0,1,1,2,1,1,0,1,1,1,2,1,1,0,1,2,0,1,0,0,2,0,1,0,0,1,0,1,2.5,0,1,0,0,0,1.5
7335,5,1,5,3,2,5,1,2,5,4,1,1,5,5,1,5,5,2,4,5,3,1,1,1,0,1,1,0,1,1,0,1,0,1,1,2,0,1,1,1,1,0,1,1,0,1,0,2,1,1,1,1,1,1,1,0,0,1,1,1,3.35,1,0,0,0,1,2.9
7336,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,2,1,0,1,1,2,1,0,2,1,2,1,0,1,0,0,1,1,4.85,2,0,0,0,1,2.9
7337,4,2,3,2,4,2,2,2,2,3,1,4,2,2,2,3,2,2,5,3,2,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,2.6,0,0,0,0,1,2.0
7338,4,1,2,5,4,4,2,1,4,2,1,4,3,4,2,2,3,2,3,3,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,0,2,1,1,2.8,1,0,0,0,1,2.6
7339,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,3,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,0,1,2,1,0,1,1,1,1,1,1,0,0,1,1,1,4.8,2,0,0,0,1,2.0
7340,5,1,5,5,1,5,5,5,5,5,1,5,5,5,1,1,1,5,5,5,2,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,2,1,0,1,0,1,0,1,0,2,1,0,0,1,2,1,1,0,0,1,0,1,3.8,1,0,1,0,0,3.1
7341,4,4,5,5,5,4,5,1,4,5,2,5,1,2,4,4,5,3,4,5,2,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,2,1,1,0,2,1,2,2,1,2,0,1,0,0,1,1,1,3.85,1,0,0,0,1,3.5
7342,5,2,4,1,5,1,1,1,1,2,1,1,3,1,1,4,1,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,0,1,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,1.9,0,0,0,0,1,2.3
7343,5,1,3,5,5,5,5,1,1,1,1,5,1,5,5,1,1,5,1,1,4,2,1,1,0,1,1,1,1,1,0,1,1,1,1,2,2,2,2,2,0,0,1,2,1,2,0,0,1,2,0,1,1,2,2,1,0,3,0,1,2.9,1,0,0,1,0,1.2
7344,5,4,4,5,1,2,5,5,1,4,1,5,2,4,1,2,4,2,3,1,3,2,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,2,1,0,1,2,0,2,2,1,1,2,1,1,1,0,0,1,1,1,3.05,1,0,0,0,1,2.3
